"qname","qtype","dimension","ecode","value","rescaled_value","identity"
"Q413_1","association","family",19.0036444060979,0,0,"coach"
"Q413_1","association","family",27.001280239085,7,0.07,"coach"
"Q413_1","association","family",45.4659635777273,12,0.12,"coach"
"Q413_1","association","family",15.2676340300282,0,0,"coach"
"Q413_1","association","family",47.6876250488422,31,0.31,"coach"
"Q413_1","association","family",32.547137182799,0,0,"coach"
"Q413_1","association","family",16.0703815834295,75,0.75,"coach"
"Q413_1","association","family",45.7532195005923,53,0.53,"coach"
"Q413_1","association","family",49.5007176942892,52,0.52,"coach"
"Q413_1","association","family",39.6191313121512,83,0.83,"coach"
"Q413_1","association","family",17.2673542411689,35,0.35,"coach"
"Q413_1","association","family",29.9205616316573,12,0.12,"coach"
"Q413_1","association","family",52.0991789445046,0,0,"coach"
"Q413_1","association","family",16.1789553866673,100,1,"coach"
"Q413_1","association","family",27.58884731787,53,0.53,"coach"
"Q413_1","association","family",17.9323159721522,5,0.05,"coach"
"Q413_1","association","family",23.157884419234,14,0.14,"coach"
"Q413_1","association","family",43.0836591839519,26,0.26,"coach"
"Q413_2","association","politics",32.8707873266821,0,0,"coach"
"Q413_2","association","politics",25.2463613318387,2,0.02,"coach"
"Q413_2","association","politics",17.9462104816796,2,0.02,"coach"
"Q413_2","association","politics",11.0259426997569,47,0.47,"coach"
"Q413_2","association","politics",29.5872751668997,0,0,"coach"
"Q413_2","association","politics",22.5315887281978,9,0.09,"coach"
"Q413_2","association","politics",14.9325859218213,0,0,"coach"
"Q413_2","association","politics",24.2076003705635,0,0,"coach"
"Q413_2","association","politics",19.0036444060979,0,0,"coach"
"Q413_2","association","politics",27.001280239085,0,0,"coach"
"Q413_2","association","politics",45.4659635777273,17,0.17,"coach"
"Q413_2","association","politics",15.2676340300282,0,0,"coach"
"Q413_2","association","politics",47.6876250488422,17,0.17,"coach"
"Q413_2","association","politics",32.547137182799,0,0,"coach"
"Q413_2","association","politics",16.0703815834295,0,0,"coach"
"Q413_2","association","politics",45.7532195005923,0,0,"coach"
"Q413_2","association","politics",49.5007176942892,10,0.1,"coach"
"Q413_2","association","politics",39.6191313121512,12,0.12,"coach"
"Q413_2","association","politics",17.2673542411689,26,0.26,"coach"
"Q413_2","association","politics",29.9205616316573,11,0.11,"coach"
"Q413_2","association","politics",52.0991789445046,0,0,"coach"
"Q413_2","association","politics",16.1789553866673,14,0.14,"coach"
"Q413_2","association","politics",27.58884731787,0,0,"coach"
"Q413_2","association","politics",17.9323159721522,18,0.18,"coach"
"Q413_2","association","politics",23.157884419234,0,0,"coach"
"Q413_2","association","politics",43.0836591839519,18,0.18,"coach"
"Q413_3","association","justice",32.8707873266821,0,0,"coach"
"Q413_3","association","justice",25.2463613318387,2,0.02,"coach"
"Q413_3","association","justice",17.9462104816796,2,0.02,"coach"
"Q413_3","association","justice",11.0259426997569,0,0,"coach"
"Q413_3","association","justice",29.5872751668997,0,0,"coach"
"Q413_3","association","justice",22.5315887281978,2,0.02,"coach"
"Q413_3","association","justice",14.9325859218213,2,0.02,"coach"
"Q413_3","association","justice",24.2076003705635,0,0,"coach"
"Q413_3","association","justice",19.0036444060979,0,0,"coach"
"Q413_3","association","justice",27.001280239085,0,0,"coach"
"Q413_3","association","justice",45.4659635777273,21,0.21,"coach"
"Q413_3","association","justice",15.2676340300282,26,0.26,"coach"
"Q413_3","association","justice",47.6876250488422,10,0.1,"coach"
"Q413_3","association","justice",32.547137182799,0,0,"coach"
"Q413_3","association","justice",16.0703815834295,0,0,"coach"
"Q413_3","association","justice",45.7532195005923,9,0.09,"coach"
"Q413_3","association","justice",49.5007176942892,9,0.09,"coach"
"Q413_3","association","justice",39.6191313121512,11,0.11,"coach"
"Q413_3","association","justice",17.2673542411689,13,0.13,"coach"
"Q413_3","association","justice",29.9205616316573,11,0.11,"coach"
"Q413_3","association","justice",52.0991789445046,0,0,"coach"
"Q413_3","association","justice",16.1789553866673,12,0.12,"coach"
"Q413_3","association","justice",27.58884731787,0,0,"coach"
"Q413_3","association","justice",17.9323159721522,6,0.06,"coach"
"Q413_3","association","justice",23.157884419234,0,0,"coach"
"Q413_3","association","justice",43.0836591839519,18,0.18,"coach"
"Q413_4","association","medicine",32.8707873266821,0,0,"coach"
"Q413_4","association","medicine",25.2463613318387,2,0.02,"coach"
"Q413_4","association","medicine",17.9462104816796,1,0.01,"coach"
"Q413_4","association","medicine",11.0259426997569,1,0.01,"coach"
"Q413_4","association","medicine",29.5872751668997,0,0,"coach"
"Q413_4","association","medicine",22.5315887281978,2,0.02,"coach"
"Q413_4","association","medicine",14.9325859218213,3,0.03,"coach"
"Q413_4","association","medicine",24.2076003705635,61,0.61,"coach"
"Q413_4","association","medicine",19.0036444060979,0,0,"coach"
"Q413_4","association","medicine",27.001280239085,0,0,"coach"
"Q413_4","association","medicine",45.4659635777273,20,0.2,"coach"
"Q413_4","association","medicine",15.2676340300282,0,0,"coach"
"Q413_4","association","medicine",47.6876250488422,13,0.13,"coach"
"Q413_4","association","medicine",32.547137182799,0,0,"coach"
"Q413_4","association","medicine",16.0703815834295,0,0,"coach"
"Q413_4","association","medicine",45.7532195005923,3,0.03,"coach"
"Q413_4","association","medicine",49.5007176942892,9,0.09,"coach"
"Q413_4","association","medicine",39.6191313121512,100,1,"coach"
"Q413_4","association","medicine",17.2673542411689,13,0.13,"coach"
"Q413_4","association","medicine",29.9205616316573,11,0.11,"coach"
"Q413_4","association","medicine",52.0991789445046,0,0,"coach"
"Q413_4","association","medicine",16.1789553866673,13,0.13,"coach"
"Q413_4","association","medicine",27.58884731787,0,0,"coach"
"Q413_4","association","medicine",17.9323159721522,7,0.07,"coach"
"Q413_4","association","medicine",23.157884419234,0,0,"coach"
"Q413_4","association","medicine",43.0836591839519,34,0.34,"coach"
"Q413_5","association","business",32.8707873266821,0,0,"coach"
"Q413_5","association","business",25.2463613318387,2,0.02,"coach"
"Q413_5","association","business",17.9462104816796,1,0.01,"coach"
"Q413_5","association","business",11.0259426997569,66,0.66,"coach"
"Q413_5","association","business",29.5872751668997,0,0,"coach"
"Q413_5","association","business",22.5315887281978,49,0.49,"coach"
"Q413_5","association","business",14.9325859218213,2,0.02,"coach"
"Q413_5","association","business",24.2076003705635,71,0.71,"coach"
"Q413_5","association","business",19.0036444060979,0,0,"coach"
"Q413_5","association","business",27.001280239085,0,0,"coach"
"Q413_5","association","business",45.4659635777273,44,0.44,"coach"
"Q413_5","association","business",15.2676340300282,0,0,"coach"
"Q413_5","association","business",47.6876250488422,68,0.68,"coach"
"Q413_5","association","business",32.547137182799,0,0,"coach"
"Q413_5","association","business",16.0703815834295,34,0.34,"coach"
"Q413_5","association","business",45.7532195005923,0,0,"coach"
"Q413_5","association","business",49.5007176942892,52,0.52,"coach"
"Q413_5","association","business",39.6191313121512,12,0.12,"coach"
"Q413_5","association","business",17.2673542411689,49,0.49,"coach"
"Q413_5","association","business",29.9205616316573,11,0.11,"coach"
"Q413_5","association","business",52.0991789445046,0,0,"coach"
"Q413_5","association","business",16.1789553866673,30,0.3,"coach"
"Q413_5","association","business",27.58884731787,0,0,"coach"
"Q413_5","association","business",17.9323159721522,5,0.05,"coach"
"Q413_5","association","business",23.157884419234,36,0.36,"coach"
"Q413_5","association","business",43.0836591839519,79,0.79,"coach"
"Q413_6","association","education",32.8707873266821,59,0.59,"coach"
"Q413_6","association","education",25.2463613318387,15,0.15,"coach"
"Q413_6","association","education",17.9462104816796,50,0.5,"coach"
"Q413_6","association","education",11.0259426997569,0,0,"coach"
"Q413_6","association","education",29.5872751668997,22,0.22,"coach"
"Q413_6","association","education",22.5315887281978,55,0.55,"coach"
"Q413_6","association","education",14.9325859218213,60,0.6,"coach"
"Q413_6","association","education",24.2076003705635,100,1,"coach"
"Q413_6","association","education",19.0036444060979,51,0.51,"coach"
"Q413_6","association","education",27.001280239085,55,0.55,"coach"
"Q413_6","association","education",45.4659635777273,19,0.19,"coach"
"Q413_6","association","education",15.2676340300282,0,0,"coach"
"Q413_6","association","education",47.6876250488422,50,0.5,"coach"
"Q413_6","association","education",32.547137182799,59,0.59,"coach"
"Q413_6","association","education",16.0703815834295,50,0.5,"coach"
"Q413_6","association","education",45.7532195005923,75,0.75,"coach"
"Q413_6","association","education",49.5007176942892,93,0.93,"coach"
"Q413_6","association","education",39.6191313121512,100,1,"coach"
"Q413_6","association","education",17.2673542411689,57,0.57,"coach"
"Q413_6","association","education",29.9205616316573,100,1,"coach"
"Q413_6","association","education",52.0991789445046,0,0,"coach"
"Q413_6","association","education",16.1789553866673,51,0.51,"coach"
"Q413_6","association","education",27.58884731787,26,0.26,"coach"
"Q413_6","association","education",17.9323159721522,6,0.06,"coach"
"Q413_6","association","education",23.157884419234,0,0,"coach"
"Q413_6","association","education",43.0836591839519,46,0.46,"coach"
"Q413_7","association","religion",32.8707873266821,0,0,"coach"
"Q413_7","association","religion",25.2463613318387,3,0.03,"coach"
"Q413_7","association","religion",17.9462104816796,3,0.03,"coach"
"Q413_7","association","religion",11.0259426997569,27,0.27,"coach"
"Q413_7","association","religion",29.5872751668997,0,0,"coach"
"Q413_7","association","religion",22.5315887281978,2,0.02,"coach"
"Q413_7","association","religion",14.9325859218213,2,0.02,"coach"
"Q413_7","association","religion",24.2076003705635,0,0,"coach"
"Q413_7","association","religion",19.0036444060979,0,0,"coach"
"Q413_7","association","religion",27.001280239085,0,0,"coach"
"Q413_7","association","religion",45.4659635777273,15,0.15,"coach"
"Q413_7","association","religion",15.2676340300282,0,0,"coach"
"Q413_7","association","religion",47.6876250488422,5,0.05,"coach"
"Q413_7","association","religion",32.547137182799,0,0,"coach"
"Q413_7","association","religion",16.0703815834295,0,0,"coach"
"Q413_7","association","religion",45.7532195005923,0,0,"coach"
"Q413_7","association","religion",49.5007176942892,53,0.53,"coach"
"Q413_7","association","religion",39.6191313121512,11,0.11,"coach"
"Q413_7","association","religion",17.2673542411689,43,0.43,"coach"
"Q413_7","association","religion",29.9205616316573,12,0.12,"coach"
"Q413_7","association","religion",52.0991789445046,0,0,"coach"
"Q413_7","association","religion",16.1789553866673,13,0.13,"coach"
"Q413_7","association","religion",27.58884731787,0,0,"coach"
"Q413_7","association","religion",17.9323159721522,5,0.05,"coach"
"Q413_7","association","religion",23.157884419234,0,0,"coach"
"Q413_7","association","religion",43.0836591839519,17,0.17,"coach"
"Q429_1","affective","evaluation",12.6395220760348,-1.9,0.27906976744186,"conservative"
"Q429_1","affective","evaluation",55.9630899007812,2,0.732558139534884,"conservative"
"Q429_1","affective","evaluation",19.4655415011722,-2,0.267441860465116,"conservative"
"Q429_1","affective","evaluation",38.1401177358674,-2.8,0.174418604651163,"conservative"
"Q429_1","affective","evaluation",39.3527840483824,1,0.616279069767442,"conservative"
"Q429_1","affective","evaluation",39.1639802402733,-0.5,0.441860465116279,"conservative"
"Q429_1","affective","evaluation",12.2485102203788,-2.6,0.197674418604651,"conservative"
"Q429_1","affective","evaluation",53.5103637710005,-1,0.383720930232558,"conservative"
"Q429_1","affective","evaluation",34.2065076563057,1,0.616279069767442,"conservative"
"Q429_1","affective","evaluation",37.172612403094,-0.1,0.488372093023256,"conservative"
"Q429_1","affective","evaluation",21.8410165952148,0,0.5,"conservative"
"Q429_1","affective","evaluation",36.9017670135716,3,0.848837209302326,"conservative"
"Q429_1","affective","evaluation",47.9137824980807,-1.6,0.313953488372093,"conservative"
"Q429_1","affective","evaluation",14.7857312408243,-3,0.151162790697674,"conservative"
"Q429_1","affective","evaluation",38.0005796700717,-0.8,0.406976744186047,"conservative"
"Q429_1","affective","evaluation",47.467708776581,3.6,0.918604651162791,"conservative"
"Q430_1","affective","potency",12.6395220760348,1.5,0.674418604651163,"conservative"
"Q430_1","affective","potency",55.9630899007812,1.5,0.674418604651163,"conservative"
"Q430_1","affective","potency",19.4655415011722,3.7,0.930232558139535,"conservative"
"Q430_1","affective","potency",38.1401177358674,0.3,0.534883720930233,"conservative"
"Q430_1","affective","potency",39.3527840483824,1,0.616279069767442,"conservative"
"Q430_1","affective","potency",39.1639802402733,4,0.965116279069768,"conservative"
"Q430_1","affective","potency",12.2485102203788,1.4,0.662790697674419,"conservative"
"Q430_1","affective","potency",53.5103637710005,1.9,0.720930232558139,"conservative"
"Q430_1","affective","potency",34.2065076563057,2,0.732558139534884,"conservative"
"Q430_1","affective","potency",37.172612403094,2,0.732558139534884,"conservative"
"Q430_1","affective","potency",21.8410165952148,0.1,0.511627906976744,"conservative"
"Q430_1","affective","potency",36.9017670135716,0.8,0.593023255813953,"conservative"
"Q430_1","affective","potency",47.9137824980807,2.3,0.767441860465116,"conservative"
"Q430_1","affective","potency",14.7857312408243,3,0.848837209302326,"conservative"
"Q430_1","affective","potency",38.0005796700717,1.4,0.662790697674419,"conservative"
"Q430_1","affective","potency",47.467708776581,3.8,0.941860465116279,"conservative"
"Q431_1","affective","activity",12.6395220760348,2.3,0.767441860465116,"conservative"
"Q431_1","affective","activity",55.9630899007812,0,0.5,"conservative"
"Q431_1","affective","activity",19.4655415011722,-0.8,0.406976744186047,"conservative"
"Q431_1","affective","activity",38.1401177358674,0.1,0.511627906976744,"conservative"
"Q431_1","affective","activity",39.3527840483824,-1,0.383720930232558,"conservative"
"Q431_1","affective","activity",39.1639802402733,2.1,0.744186046511628,"conservative"
"Q431_1","affective","activity",12.2485102203788,4,0.965116279069768,"conservative"
"Q431_1","affective","activity",53.5103637710005,1.9,0.720930232558139,"conservative"
"Q431_1","affective","activity",34.2065076563057,2,0.732558139534884,"conservative"
"Q431_1","affective","activity",37.172612403094,0,0.5,"conservative"
"Q431_1","affective","activity",21.8410165952148,0,0.5,"conservative"
"Q431_1","affective","activity",36.9017670135716,-0.1,0.488372093023256,"conservative"
"Q431_1","affective","activity",47.9137824980807,0.7,0.581395348837209,"conservative"
"Q431_1","affective","activity",14.7857312408243,1.9,0.720930232558139,"conservative"
"Q431_1","affective","activity",38.0005796700717,-1.4,0.337209302325581,"conservative"
"Q431_1","affective","activity",47.467708776581,-0.3,0.465116279069767,"conservative"
"Q432_1","trait","age",12.6395220760348,43.1,0.431,"conservative"
"Q432_1","trait","age",55.9630899007812,54.1,0.541,"conservative"
"Q432_1","trait","age",19.4655415011722,57.6,0.576,"conservative"
"Q432_1","trait","age",38.1401177358674,72,0.72,"conservative"
"Q432_1","trait","age",39.3527840483824,59.2,0.592,"conservative"
"Q432_1","trait","age",39.1639802402733,62.3,0.623,"conservative"
"Q432_1","trait","age",12.2485102203788,83.6,0.836,"conservative"
"Q432_1","trait","age",53.5103637710005,67.2,0.672,"conservative"
"Q432_1","trait","age",34.2065076563057,54.9,0.549,"conservative"
"Q432_1","trait","age",37.172612403094,59.1,0.591,"conservative"
"Q432_1","trait","age",21.8410165952148,66.8,0.668,"conservative"
"Q432_1","trait","age",36.9017670135716,58.4,0.584,"conservative"
"Q432_1","trait","age",47.9137824980807,74.8,0.748,"conservative"
"Q432_1","trait","age",14.7857312408243,66.2,0.662,"conservative"
"Q432_1","trait","age",38.0005796700717,80.3,0.803,"conservative"
"Q432_1","trait","age",47.467708776581,41.8,0.418,"conservative"
"Q433_1","trait","gender",12.6395220760348,-1,0.25,"conservative"
"Q433_1","trait","gender",55.9630899007812,-1,0.25,"conservative"
"Q433_1","trait","gender",19.4655415011722,-1,0.25,"conservative"
"Q433_1","trait","gender",38.1401177358674,-1,0.25,"conservative"
"Q433_1","trait","gender",39.3527840483824,-1,0.25,"conservative"
"Q433_1","trait","gender",39.1639802402733,0,0.5,"conservative"
"Q433_1","trait","gender",12.2485102203788,-1,0.25,"conservative"
"Q433_1","trait","gender",53.5103637710005,-1,0.25,"conservative"
"Q433_1","trait","gender",34.2065076563057,0,0.5,"conservative"
"Q433_1","trait","gender",37.172612403094,0,0.5,"conservative"
"Q433_1","trait","gender",21.8410165952148,-1,0.25,"conservative"
"Q433_1","trait","gender",36.9017670135716,-1,0.25,"conservative"
"Q433_1","trait","gender",47.9137824980807,-1,0.25,"conservative"
"Q433_1","trait","gender",14.7857312408243,-1,0.25,"conservative"
"Q433_1","trait","gender",38.0005796700717,-1,0.25,"conservative"
"Q433_1","trait","gender",47.467708776581,0,0.5,"conservative"
"Q434_1","trait","white",12.6395220760348,83,0.83,"conservative"
"Q434_1","trait","white",55.9630899007812,90,0.9,"conservative"
"Q434_1","trait","white",19.4655415011722,80,0.8,"conservative"
"Q434_1","trait","white",38.1401177358674,91,0.91,"conservative"
"Q434_1","trait","white",39.3527840483824,89,0.89,"conservative"
"Q434_1","trait","white",39.1639802402733,60,0.6,"conservative"
"Q434_1","trait","white",12.2485102203788,80,0.8,"conservative"
"Q434_1","trait","white",53.5103637710005,80,0.8,"conservative"
"Q434_1","trait","white",34.2065076563057,80,0.8,"conservative"
"Q434_1","trait","white",37.172612403094,60,0.6,"conservative"
"Q434_1","trait","white",21.8410165952148,88,0.88,"conservative"
"Q434_1","trait","white",36.9017670135716,76,0.76,"conservative"
"Q434_1","trait","white",47.9137824980807,90,0.9,"conservative"
"Q434_1","trait","white",14.7857312408243,80,0.8,"conservative"
"Q434_1","trait","white",38.0005796700717,85,0.85,"conservative"
"Q434_1","trait","white",47.467708776581,86,0.86,"conservative"
"Q434_2","trait","latino",12.6395220760348,4,0.04,"conservative"
"Q434_2","trait","latino",55.9630899007812,8,0.08,"conservative"
"Q434_2","trait","latino",19.4655415011722,3,0.03,"conservative"
"Q434_2","trait","latino",38.1401177358674,5,0.05,"conservative"
"Q434_2","trait","latino",39.3527840483824,9,0.09,"conservative"
"Q434_2","trait","latino",39.1639802402733,6,0.06,"conservative"
"Q434_2","trait","latino",12.2485102203788,7,0.07,"conservative"
"Q434_2","trait","latino",53.5103637710005,70,0.7,"conservative"
"Q434_2","trait","latino",34.2065076563057,5,0.05,"conservative"
"Q434_2","trait","latino",37.172612403094,4,0.04,"conservative"
"Q434_2","trait","latino",21.8410165952148,4,0.04,"conservative"
"Q434_2","trait","latino",36.9017670135716,10,0.1,"conservative"
"Q434_2","trait","latino",47.9137824980807,6,0.06,"conservative"
"Q434_2","trait","latino",14.7857312408243,5,0.05,"conservative"
"Q434_2","trait","latino",38.0005796700717,9,0.09,"conservative"
"Q434_2","trait","latino",47.467708776581,0,0,"conservative"
"Q434_3","trait","asian",12.6395220760348,15,0.15,"conservative"
"Q434_3","trait","asian",55.9630899007812,14,0.14,"conservative"
"Q434_3","trait","asian",19.4655415011722,5,0.05,"conservative"
"Q434_3","trait","asian",38.1401177358674,10,0.1,"conservative"
"Q434_3","trait","asian",39.3527840483824,2,0.02,"conservative"
"Q434_3","trait","asian",39.1639802402733,30,0.3,"conservative"
"Q434_3","trait","asian",12.2485102203788,10,0.1,"conservative"
"Q434_3","trait","asian",53.5103637710005,20,0.2,"conservative"
"Q434_3","trait","asian",34.2065076563057,5,0.05,"conservative"
"Q434_3","trait","asian",37.172612403094,55,0.55,"conservative"
"Q434_3","trait","asian",21.8410165952148,16,0.16,"conservative"
"Q434_3","trait","asian",36.9017670135716,4,0.04,"conservative"
"Q434_3","trait","asian",47.9137824980807,9,0.09,"conservative"
"Q434_3","trait","asian",14.7857312408243,5,0.05,"conservative"
"Q434_3","trait","asian",38.0005796700717,7,0.07,"conservative"
"Q434_3","trait","asian",47.467708776581,12,0.12,"conservative"
"Q434_4","trait","middle eastern",12.6395220760348,1,0.01,"conservative"
"Q434_4","trait","middle eastern",55.9630899007812,1,0.01,"conservative"
"Q434_4","trait","middle eastern",19.4655415011722,1,0.01,"conservative"
"Q434_4","trait","middle eastern",38.1401177358674,5,0.05,"conservative"
"Q434_4","trait","middle eastern",39.3527840483824,1,0.01,"conservative"
"Q434_4","trait","middle eastern",39.1639802402733,1,0.01,"conservative"
"Q434_4","trait","middle eastern",12.2485102203788,5,0.05,"conservative"
"Q434_4","trait","middle eastern",53.5103637710005,70,0.7,"conservative"
"Q434_4","trait","middle eastern",34.2065076563057,5,0.05,"conservative"
"Q434_4","trait","middle eastern",37.172612403094,21,0.21,"conservative"
"Q434_4","trait","middle eastern",21.8410165952148,10,0.1,"conservative"
"Q434_4","trait","middle eastern",36.9017670135716,1,0.01,"conservative"
"Q434_4","trait","middle eastern",47.9137824980807,3,0.03,"conservative"
"Q434_4","trait","middle eastern",14.7857312408243,5,0.05,"conservative"
"Q434_4","trait","middle eastern",38.0005796700717,9,0.09,"conservative"
"Q434_4","trait","middle eastern",47.467708776581,0,0,"conservative"
"Q434_5","trait","black",12.6395220760348,8,0.08,"conservative"
"Q434_5","trait","black",55.9630899007812,4,0.04,"conservative"
"Q434_5","trait","black",19.4655415011722,4,0.04,"conservative"
"Q434_5","trait","black",38.1401177358674,7,0.07,"conservative"
"Q434_5","trait","black",39.3527840483824,1,0.01,"conservative"
"Q434_5","trait","black",39.1639802402733,1,0.01,"conservative"
"Q434_5","trait","black",12.2485102203788,4,0.04,"conservative"
"Q434_5","trait","black",53.5103637710005,45,0.45,"conservative"
"Q434_5","trait","black",34.2065076563057,5,0.05,"conservative"
"Q434_5","trait","black",37.172612403094,14,0.14,"conservative"
"Q434_5","trait","black",21.8410165952148,4,0.04,"conservative"
"Q434_5","trait","black",36.9017670135716,1,0.01,"conservative"
"Q434_5","trait","black",47.9137824980807,4,0.04,"conservative"
"Q434_5","trait","black",14.7857312408243,10,0.1,"conservative"
"Q434_5","trait","black",38.0005796700717,22,0.22,"conservative"
"Q434_5","trait","black",47.467708776581,0,0,"conservative"
"Q435_1","association","family",12.6395220760348,0,0,"conservative"
"Q435_1","association","family",55.9630899007812,91,0.91,"conservative"
"Q435_1","association","family",19.4655415011722,47,0.47,"conservative"
"Q435_1","association","family",38.1401177358674,19,0.19,"conservative"
"Q435_1","association","family",39.3527840483824,80,0.8,"conservative"
"Q435_1","association","family",39.1639802402733,55,0.55,"conservative"
"Q435_1","association","family",12.2485102203788,34,0.34,"conservative"
"Q435_1","association","family",53.5103637710005,49,0.49,"conservative"
"Q435_1","association","family",34.2065076563057,51,0.51,"conservative"
"Q435_1","association","family",37.172612403094,0,0,"conservative"
"Q435_1","association","family",21.8410165952148,2,0.02,"conservative"
"Q435_1","association","family",36.9017670135716,88,0.88,"conservative"
"Q435_1","association","family",47.9137824980807,47,0.47,"conservative"
"Q435_1","association","family",14.7857312408243,8,0.08,"conservative"
"Q435_1","association","family",38.0005796700717,13,0.13,"conservative"
"Q435_1","association","family",47.467708776581,80,0.8,"conservative"
"Q435_2","association","politics",12.6395220760348,100,1,"conservative"
"Q435_2","association","politics",55.9630899007812,100,1,"conservative"
"Q435_2","association","politics",19.4655415011722,92,0.92,"conservative"
"Q435_2","association","politics",38.1401177358674,83,0.83,"conservative"
"Q435_2","association","politics",39.3527840483824,87,0.87,"conservative"
"Q435_2","association","politics",39.1639802402733,100,1,"conservative"
"Q435_2","association","politics",12.2485102203788,87,0.87,"conservative"
"Q435_2","association","politics",53.5103637710005,90,0.9,"conservative"
"Q435_2","association","politics",34.2065076563057,100,1,"conservative"
"Q435_2","association","politics",37.172612403094,100,1,"conservative"
"Q435_2","association","politics",21.8410165952148,100,1,"conservative"
"Q435_2","association","politics",36.9017670135716,82,0.82,"conservative"
"Q435_2","association","politics",47.9137824980807,97,0.97,"conservative"
"Q435_2","association","politics",14.7857312408243,90,0.9,"conservative"
"Q435_2","association","politics",38.0005796700717,89,0.89,"conservative"
"Q435_2","association","politics",47.467708776581,91,0.91,"conservative"
"Q435_3","association","justice",12.6395220760348,16,0.16,"conservative"
"Q435_3","association","justice",55.9630899007812,51,0.51,"conservative"
"Q435_3","association","justice",19.4655415011722,68,0.68,"conservative"
"Q435_3","association","justice",38.1401177358674,45,0.45,"conservative"
"Q435_3","association","justice",39.3527840483824,50,0.5,"conservative"
"Q435_3","association","justice",39.1639802402733,36,0.36,"conservative"
"Q435_3","association","justice",12.2485102203788,60,0.6,"conservative"
"Q435_3","association","justice",53.5103637710005,49,0.49,"conservative"
"Q435_3","association","justice",34.2065076563057,77,0.77,"conservative"
"Q435_3","association","justice",37.172612403094,49,0.49,"conservative"
"Q435_3","association","justice",21.8410165952148,83,0.83,"conservative"
"Q435_3","association","justice",36.9017670135716,59,0.59,"conservative"
"Q435_3","association","justice",47.9137824980807,35,0.35,"conservative"
"Q435_3","association","justice",14.7857312408243,12,0.12,"conservative"
"Q435_3","association","justice",38.0005796700717,19,0.19,"conservative"
"Q435_3","association","justice",47.467708776581,67,0.67,"conservative"
"Q435_4","association","medicine",12.6395220760348,0,0,"conservative"
"Q435_4","association","medicine",55.9630899007812,0,0,"conservative"
"Q435_4","association","medicine",19.4655415011722,56,0.56,"conservative"
"Q435_4","association","medicine",38.1401177358674,12,0.12,"conservative"
"Q435_4","association","medicine",39.3527840483824,0,0,"conservative"
"Q435_4","association","medicine",39.1639802402733,5,0.05,"conservative"
"Q435_4","association","medicine",12.2485102203788,32,0.32,"conservative"
"Q435_4","association","medicine",53.5103637710005,9,0.09,"conservative"
"Q435_4","association","medicine",34.2065076563057,26,0.26,"conservative"
"Q435_4","association","medicine",37.172612403094,0,0,"conservative"
"Q435_4","association","medicine",21.8410165952148,15,0.15,"conservative"
"Q435_4","association","medicine",36.9017670135716,41,0.41,"conservative"
"Q435_4","association","medicine",47.9137824980807,11,0.11,"conservative"
"Q435_4","association","medicine",14.7857312408243,9,0.09,"conservative"
"Q435_4","association","medicine",38.0005796700717,41,0.41,"conservative"
"Q435_4","association","medicine",47.467708776581,46,0.46,"conservative"
"Q435_5","association","business",12.6395220760348,19,0.19,"conservative"
"Q435_5","association","business",55.9630899007812,80,0.8,"conservative"
"Q435_5","association","business",19.4655415011722,79,0.79,"conservative"
"Q435_5","association","business",38.1401177358674,47,0.47,"conservative"
"Q435_5","association","business",39.3527840483824,11,0.11,"conservative"
"Q435_5","association","business",39.1639802402733,88,0.88,"conservative"
"Q435_5","association","business",12.2485102203788,96,0.96,"conservative"
"Q435_5","association","business",53.5103637710005,10,0.1,"conservative"
"Q435_5","association","business",34.2065076563057,100,1,"conservative"
"Q435_5","association","business",37.172612403094,52,0.52,"conservative"
"Q435_5","association","business",21.8410165952148,77,0.77,"conservative"
"Q435_5","association","business",36.9017670135716,76,0.76,"conservative"
"Q435_5","association","business",47.9137824980807,91,0.91,"conservative"
"Q435_5","association","business",14.7857312408243,10,0.1,"conservative"
"Q435_5","association","business",38.0005796700717,76,0.76,"conservative"
"Q435_5","association","business",47.467708776581,79,0.79,"conservative"
"Q435_6","association","education",12.6395220760348,0,0,"conservative"
"Q435_6","association","education",55.9630899007812,66,0.66,"conservative"
"Q435_6","association","education",19.4655415011722,38,0.38,"conservative"
"Q435_6","association","education",38.1401177358674,20,0.2,"conservative"
"Q435_6","association","education",39.3527840483824,52,0.52,"conservative"
"Q435_6","association","education",39.1639802402733,41,0.41,"conservative"
"Q435_6","association","education",12.2485102203788,46,0.46,"conservative"
"Q435_6","association","education",53.5103637710005,11,0.11,"conservative"
"Q435_6","association","education",34.2065076563057,29,0.29,"conservative"
"Q435_6","association","education",37.172612403094,10,0.1,"conservative"
"Q435_6","association","education",21.8410165952148,58,0.58,"conservative"
"Q435_6","association","education",36.9017670135716,69,0.69,"conservative"
"Q435_6","association","education",47.9137824980807,2,0.02,"conservative"
"Q435_6","association","education",14.7857312408243,10,0.1,"conservative"
"Q435_6","association","education",38.0005796700717,17,0.17,"conservative"
"Q435_6","association","education",47.467708776581,84,0.84,"conservative"
"Q435_7","association","religion",12.6395220760348,20,0.2,"conservative"
"Q435_7","association","religion",55.9630899007812,81,0.81,"conservative"
"Q435_7","association","religion",19.4655415011722,34,0.34,"conservative"
"Q435_7","association","religion",38.1401177358674,23,0.23,"conservative"
"Q435_7","association","religion",39.3527840483824,69,0.69,"conservative"
"Q435_7","association","religion",39.1639802402733,100,1,"conservative"
