Nationality,-3,-2,-1,0,1,2,3,total,avg
Lebanese,3,1,7,12,2,3,2,30,-0.133333333
Kazakhstani,0,3,7,14,3,3,0,30,-0.133333333
Iraqi,3,3,4,11,2,5,1,29,-0.137931034
Venezuelan,0,3,9,11,4,3,0,30,-0.166666667
Syrian,1,4,5,12,5,3,0,30,-0.166666667
Iranian,3,3,5,8,7,4,0,30,-0.166666667
Ghanaian,2,2,7,13,1,4,1,30,-0.166666667
Algerian,1,1,7,17,2,1,1,30,-0.166666667
Uruguayan,0,3,7,15,3,2,0,30,-0.2
Nicaraguan,1,5,4,13,4,3,0,30,-0.233333333
Honduran,1,5,7,9,4,3,1,30,-0.233333333
Azerbaijani,1,3,5,17,1,3,0,30,-0.233333333
Samoan,0,4,10,9,5,1,1,30,-0.266666667
Rwandan,1,2,10,11,4,1,1,30,-0.266666667
Greek,2,5,9,7,0,5,2,30,-0.3
Afghan,2,4,6,10,6,1,1,30,-0.3
Sudanese,1,3,7,15,2,2,0,30,-0.333333333
Angolan,1,1,10,14,1,2,0,29,-0.344827586
Mozambican,1,3,8,14,3,1,0,30,-0.4
Zambian,2,3,9,11,2,3,0,30,-0.433333333
Senegalese,3,2,7,12,5,1,0,30,-0.433333333
Cameroonian,0,6,7,12,4,1,0,30,-0.433333333
Zimbabwean,3,4,7,10,3,3,0,30,-0.5
Guatemalan,1,7,7,10,2,2,1,30,-0.5
Ethiopian,3,3,7,13,2,1,1,30,-0.5
Ugandan,3,4,8,8,5,2,0,30,-0.533333333
Batswana,2,2,11,11,1,2,0,29,-0.551724138
Nigerian,4,3,6,11,5,1,0,30,-0.566666667
Libyan,2,5,9,10,2,1,1,30,-0.6
Somali,5,4,6,10,3,2,0,30,-0.733333333
Jamaican,3,6,9,7,3,2,0,30,-0.766666667
Haitian,5,5,8,8,3,1,0,30,-0.933333333
,86,272,614,1403,779,637,239,4030,
