Nationality,-3,-2,-1,0,1,2,3,total,avg
Kazakhstani,4,3,10,8,3,1,1,30,-0.666666667
Icelandic,5,4,10,3,4,3,1,30,-0.666666667
Rwandan,1,6,11,9,2,0,1,30,-0.7
Jordanian,2,5,10,7,2,2,0,28,-0.714285714
Sri Lankan,1,9,5,12,2,1,0,30,-0.733333333
Saudi Arabian,5,6,8,2,6,2,1,30,-0.733333333
Tajikistani,2,6,6,15,0,1,0,30,-0.733333333
Kuwaiti,3,8,6,7,4,1,1,30,-0.733333333
Greenlandic,2,7,9,7,3,2,0,30,-0.733333333
Ghanaian,3,6,7,9,4,1,0,30,-0.733333333
Georgian,2,5,6,17,0,0,0,30,-0.733333333
Senegalese,2,5,9,10,3,0,0,29,-0.75862069
Papua New Guinean,3,6,7,10,3,1,0,30,-0.766666667
Saudi,4,9,4,6,3,4,0,30,-0.766666667
Bosnian,2,8,6,11,2,0,1,30,-0.766666667
Finnish,2,8,8,8,3,0,1,30,-0.8
Bangladeshi,1,8,9,9,2,1,0,30,-0.8
Vietnamese,2,10,7,5,5,0,1,30,-0.833333333
Mongolian,2,7,12,4,4,0,1,30,-0.833333333
Iraqi,0,11,8,8,1,2,0,30,-0.833333333
Kyrgyzstani,3,5,11,9,0,2,0,30,-0.866666667
Afghan,3,10,5,6,4,2,0,30,-0.866666667
Taiwanese,2,10,8,5,3,2,0,30,-0.9
Burmese,1,6,14,7,2,0,0,30,-0.9
Cambodian,2,8,8,10,2,0,0,30,-0.933333333
Qatari,3,7,7,13,0,0,0,30,-1
Korean,6,10,3,4,4,3,0,30,-1.033333333
Yemeni,3,11,6,8,1,0,1,30,-1.1
Singapore,3,11,5,8,3,0,0,30,-1.1
South Korean,5,10,8,1,4,2,0,30,-1.166666667
Chinese,3,13,7,3,4,0,0,30,-1.266666667
Nepalese,6,8,10,2,4,0,0,30,-1.333333333
Japanese,8,12,4,1,4,1,0,30,-1.533333333
North Korean,17,10,2,0,1,0,0,30,-2.4
,194,630,788,983,708,513,216,4032,
