Estonian,0,4,10,12,2,1,1,30,-0.366666667
South Korean,3,4,10,5,4,1,3,30,-0.4
Belizean,1,6,9,7,2,5,0,30,-0.4
Peruvian,1,3,13,6,5,2,0,30,-0.433333333
Moldovan,2,2,8,15,2,1,0,30,-0.466666667
Panamanian,0,6,9,10,4,1,0,30,-0.5
Macedonian,1,5,8,10,6,0,0,30,-0.5
Latvian,2,1,11,12,2,1,0,29,-0.517241379
Samoan,3,8,5,8,1,2,3,30,-0.533333333
Korean,2,8,8,5,2,3,2,30,-0.533333333
Hungarian,1,4,12,8,3,2,0,30,-0.533333333
Thai,5,4,5,8,5,1,1,29,-0.620689655
Taiwanese,1,8,10,6,2,2,1,30,-0.666666667
Paraguayan,0,5,13,9,3,0,0,30,-0.666666667
Papua New Guinean,2,8,6,8,2,3,0,29,-0.689655172
Jamaican,7,3,8,4,3,4,1,30,-0.7
Singapore,4,6,6,8,3,1,1,29,-0.75862069
Austrian,4,8,10,5,2,1,0,30,-1.133333333
Belgian,4,10,9,4,0,3,0,30,-1.166666667
Danish,4,10,8,5,2,1,0,30,-1.2
British,8,6,6,7,0,3,0,30,-1.2
Luxembourg,8,7,3,8,1,1,1,29,-1.206896552
Nepalese,7,3,12,7,0,1,0,30,-1.233333333
Dutch,4,11,9,3,2,1,0,30,-1.3
Japanese,10,7,6,3,1,3,0,30,-1.433333333
Norwegian,8,9,4,5,2,1,0,29,-1.448275862
Australian,8,9,6,4,2,1,0,30,-1.466666667
Canadian,8,10,5,3,2,1,0,29,-1.551724138
New Zealand,7,8,10,5,0,0,0,30,-1.566666667
Greenlandic,7,9,10,3,1,0,0,30,-1.6
Swedish,8,10,4,6,1,0,0,29,-1.620689655
Icelandic,6,11,9,4,0,0,0,30,-1.633333333
Finnish,6,16,4,4,0,0,0,30,-1.8
Swiss,12,8,5,4,0,1,0,30,-1.833333333
,239,479,744,1117,654,480,306,4019,
